sensorId,facilityId,metric,value,unit,timestamp,anomaly
SEN-013,FAC-003,dissolved_o2,11.32,mg/L,2025-12-28T12:26:40.264477,False
SEN-013,FAC-003,dissolved_o2,9.23,mg/L,2025-10-05T02:58:50.118880,False
SEN-025,FAC-006,flow_rate_m3h,325.15,m³/h,2026-02-13T21:21:07.228147,False
SEN-008,FAC-002,turbidity_ntu,2.41,NTU,2025-11-27T17:10:42.353169,False
SEN-056,FAC-012,conductivity_us,587.78,µS/cm,2025-11-08T01:42:31.684438,False
SEN-028,FAC-006,turbidity_ntu,3.71,NTU,2026-02-02T01:31:51.847043,False
SEN-072,FAC-015,temperature_c,19.42,°C,2025-11-23T14:05:18.243078,False
SEN-087,FAC-018,flow_rate_m3h,498.99,m³/h,2026-02-10T23:48:48.589345,False
SEN-068,FAC-014,dissolved_o2,7.08,mg/L,2025-12-11T02:33:40.288706,False
SEN-062,FAC-013,flow_rate_m3h,351.12,m³/h,2026-01-03T11:42:07.912923,False
SEN-042,FAC-009,flow_rate_m3h,197.46,m³/h,2026-01-31T10:39:33.322286,False
SEN-094,FAC-020,ph,7.4,pH,2026-01-27T13:13:54.787450,False
SEN-088,FAC-019,chlorine_mg_l,1.99,mg/L,2025-12-26T07:38:15.307007,False
SEN-010,FAC-002,flow_rate_m3h,243.1,m³/h,2026-02-20T07:38:35.087266,False
SEN-043,FAC-009,dissolved_o2,5.26,mg/L,2025-12-06T12:39:05.128689,False
SEN-078,FAC-017,flow_rate_m3h,444.77,m³/h,2026-01-07T04:40:53.113852,False
SEN-040,FAC-009,temperature_c,19.06,°C,2025-11-06T21:53:33.039838,False
SEN-060,FAC-013,turbidity_ntu,3.82,NTU,2026-01-16T19:18:22.884782,False
SEN-098,FAC-020,turbidity_ntu,2.36,NTU,2025-11-06T02:07:58.511283,False
SEN-066,FAC-014,chlorine_mg_l,1.15,mg/L,2026-02-02T19:36:41.374937,False
SEN-077,FAC-016,chlorine_mg_l,0.51,mg/L,2025-12-18T23:38:36.487753,False
SEN-056,FAC-012,conductivity_us,503.86,µS/cm,2025-12-12T00:27:24.970400,False
SEN-064,FAC-014,conductivity_us,430.13,µS/cm,2026-01-01T11:40:31.644250,False
SEN-007,FAC-002,ph,7.39,pH,2026-01-14T17:51:18.446473,False
SEN-022,FAC-005,ph,8.23,pH,2026-02-21T13:54:42.506161,False
SEN-049,FAC-011,flow_rate_m3h,433.94,m³/h,2025-11-12T06:06:53.086184,False
SEN-096,FAC-020,pressure_bar,2.88,bar,2026-01-08T20:35:36.378452,False
SEN-007,FAC-002,ph,7.07,pH,2025-11-09T13:56:27.662359,False
SEN-091,FAC-019,turbidity_ntu,1.84,NTU,2025-10-16T08:13:27.638251,False
SEN-009,FAC-002,conductivity_us,665.36,µS/cm,2025-11-11T23:23:19.930760,False
SEN-089,FAC-019,dissolved_o2,4.45,mg/L,2026-02-16T21:13:53.759955,False
SEN-055,FAC-012,flow_rate_m3h,311.64,m³/h,2025-10-15T22:53:08.771653,False
SEN-080,FAC-017,turbidity_ntu,3.2,NTU,2025-11-17T16:15:38.045629,False
SEN-011,FAC-002,chlorine_mg_l,0.87,mg/L,2026-02-13T09:30:08.902015,False
SEN-085,FAC-018,temperature_c,22.65,°C,2026-01-16T21:23:36.554293,False
SEN-066,FAC-014,chlorine_mg_l,0.91,mg/L,2026-02-04T12:02:23.514353,False
SEN-012,FAC-002,dissolved_o2,7.82,mg/L,2026-01-13T03:51:38.903456,False
SEN-093,FAC-020,flow_rate_m3h,126.24,m³/h,2026-01-08T14:41:33.107244,False
SEN-060,FAC-013,turbidity_ntu,0.76,NTU,2026-02-13T18:41:07.010019,False
SEN-058,FAC-012,ph,8.4,pH,2026-01-29T06:52:29.374477,False
SEN-030,FAC-007,pressure_bar,6.38,bar,2026-01-14T00:42:48.618365,True
SEN-057,FAC-012,pressure_bar,2.85,bar,2026-02-03T01:44:40.514289,False
SEN-062,FAC-013,flow_rate_m3h,363.59,m³/h,2025-10-13T12:20:18.791197,False
SEN-001,FAC-001,chlorine_mg_l,1.79,mg/L,2025-11-13T09:55:42.461276,False
SEN-022,FAC-005,ph,6.65,pH,2026-01-28T20:02:11.261896,False
SEN-071,FAC-015,ph,6.82,pH,2026-02-07T18:16:38.950699,False
SEN-093,FAC-020,flow_rate_m3h,204.43,m³/h,2026-02-25T10:10:18.708810,False
SEN-054,FAC-012,dissolved_o2,8.19,mg/L,2025-11-20T04:42:06.942901,False
SEN-089,FAC-019,dissolved_o2,11.41,mg/L,2025-10-08T22:48:30.569497,False
SEN-084,FAC-018,dissolved_o2,4.68,mg/L,2026-02-20T12:24:42.832835,False
SEN-032,FAC-007,temperature_c,19.44,°C,2026-02-03T04:20:31.597539,False
SEN-061,FAC-013,ph,8.16,pH,2026-01-15T16:23:34.130124,False
SEN-004,FAC-001,turbidity_ntu,0.13,NTU,2025-11-15T10:11:55.208359,False
SEN-007,FAC-002,ph,7.13,pH,2025-11-06T08:43:26.487728,False
SEN-009,FAC-002,conductivity_us,543.3,µS/cm,2025-11-19T04:43:14.746484,False
SEN-081,FAC-017,dissolved_o2,10.64,mg/L,2025-10-23T15:58:04.657044,False
SEN-052,FAC-011,dissolved_o2,5.52,mg/L,2026-02-11T07:15:44.283969,False
SEN-036,FAC-008,temperature_c,24.62,°C,2025-12-14T03:49:15.082908,False
SEN-063,FAC-013,dissolved_o2,7.34,mg/L,2026-02-05T02:26:48.927863,False
SEN-033,FAC-007,dissolved_o2,10.74,mg/L,2025-11-19T20:13:58.862631,False
SEN-020,FAC-004,ph,7.2,pH,2026-02-03T14:36:49.163693,False
SEN-022,FAC-005,ph,7.3,pH,2025-11-09T03:22:49.442948,False
SEN-008,FAC-002,turbidity_ntu,3.51,NTU,2026-01-08T10:31:45.722331,False
SEN-089,FAC-019,dissolved_o2,10.05,mg/L,2026-01-26T01:17:50.670034,False
SEN-098,FAC-020,turbidity_ntu,3.41,NTU,2026-02-09T23:18:57.197754,False
SEN-095,FAC-020,temperature_c,14.97,°C,2025-12-14T20:23:45.983165,False
SEN-015,FAC-003,ph,7.62,pH,2026-01-27T07:27:04.564586,False
SEN-049,FAC-011,flow_rate_m3h,485.8,m³/h,2025-10-04T03:49:13.879508,False
SEN-010,FAC-002,flow_rate_m3h,368.47,m³/h,2026-02-07T10:06:47.889457,False
SEN-046,FAC-010,temperature_c,5.84,°C,2025-10-26T13:27:14.553767,False
SEN-063,FAC-013,dissolved_o2,7.05,mg/L,2026-02-21T14:54:10.431936,False
SEN-006,FAC-001,temperature_c,19.68,°C,2025-10-14T17:04:14.711589,False
SEN-039,FAC-008,ph,7.06,pH,2025-10-21T14:38:09.689582,False
SEN-034,FAC-007,chlorine_mg_l,1.55,mg/L,2025-12-14T01:15:59.989201,False
SEN-081,FAC-017,dissolved_o2,12.38,mg/L,2026-02-05T04:58:35.236108,True
SEN-009,FAC-002,conductivity_us,274.32,µS/cm,2025-12-05T17:43:04.054989,False
SEN-066,FAC-014,chlorine_mg_l,1.96,mg/L,2026-02-10T07:09:03.110751,False
SEN-053,FAC-011,conductivity_us,726.66,µS/cm,2026-02-20T02:31:02.866533,False
SEN-057,FAC-012,pressure_bar,1.87,bar,2026-01-17T20:13:43.687409,True
SEN-086,FAC-018,conductivity_us,376.89,µS/cm,2026-02-09T02:45:04.122003,False
SEN-001,FAC-001,chlorine_mg_l,0.89,mg/L,2025-12-20T20:18:13.803842,False
SEN-057,FAC-012,pressure_bar,2.18,bar,2025-12-20T05:32:56.795557,False
SEN-034,FAC-007,chlorine_mg_l,0.85,mg/L,2025-12-10T20:40:04.947862,False
SEN-086,FAC-018,conductivity_us,557.58,µS/cm,2026-01-06T14:00:20.005431,False
